datetime,value
"2005-06-07 11:20:00",7666925195
"2005-06-07 11:25:00",7520164584
"2005-06-07 11:30:00",7501747391
"2005-06-07 11:35:00",7767857531
"2005-06-07 11:40:00",7232609101
"2005-06-07 11:45:00",7274338276
"2005-06-07 11:50:00",7408981176
"2005-06-07 11:55:00",7230742271
"2005-06-07 12:00:00",7354167649
"2005-06-07 12:05:00",7107897687
"2005-06-07 12:10:00",7295721127
"2005-06-07 12:15:00",7080999121
"2005-06-07 12:20:00",7606453644
"2005-06-07 12:25:00",7642015997
"2005-06-07 12:30:00",7848884725
"2005-06-07 12:35:00",7724196995
"2005-06-07 12:40:00",7650962743
"2005-06-07 12:45:00",7753904748
"2005-06-07 12:50:00",7744009419
"2005-06-07 12:55:00",7336903262
"2005-06-07 13:00:00",7485654677
"2005-06-07 13:05:00",7513611244
"2005-06-07 13:10:00",7644185813
"2005-06-07 13:15:00",7414962086
"2005-06-07 13:20:00",7514644125
"2005-06-07 13:25:00",7445178236
"2005-06-07 13:30:00",7294385873
"2005-06-07 13:35:00",7233354647
"2005-06-07 13:40:00",7332941859
"2005-06-07 13:45:00",7513492139
"2005-06-07 13:50:00",7528727688
"2005-06-07 13:55:00",8536272286
"2005-06-07 14:00:00",7724842582
"2005-06-07 14:05:00",7599001549
"2005-06-07 14:10:00",7348468015
"2005-06-07 14:15:00",7326327200
"2005-06-07 14:20:00",7639506670
"2005-06-07 14:25:00",7802449354
"2005-06-07 14:30:00",7485672218
"2005-06-07 14:35:00",7354957743
"2005-06-07 14:40:00",7497015314
"2005-06-07 14:45:00",7235630142
"2005-06-07 14:50:00",7434386233
"2005-06-07 14:55:00",7519403839
"2005-06-07 15:00:00",7403087775
"2005-06-07 15:05:00",7366791574
"2005-06-07 15:10:00",7577678754
"2005-06-07 15:15:00",7326687210
"2005-06-07 15:20:00",7259778835
"2005-06-07 15:25:00",7499146875
"2005-06-07 15:30:00",7530745790
"2005-06-07 15:35:00",7054149566
"2005-06-07 15:40:00",7134469847
"2005-06-07 15:45:00",7081949563
"2005-06-07 15:50:00",6953665837
"2005-06-07 15:55:00",7023590624
"2005-06-07 16:00:00",6759900139
"2005-06-07 16:05:00",6530131152
"2005-06-07 16:10:00",6447105457
"2005-06-07 16:15:00",6330514608
"2005-06-07 16:20:00",6331684427
"2005-06-07 16:25:00",6223271197
"2005-06-07 16:30:00",6202872405
"2005-06-07 16:35:00",5914776765
"2005-06-07 16:40:00",5917454777
"2005-06-07 16:45:00",5921237644
"2005-06-07 16:50:00",5640499083
"2005-06-07 16:55:00",5391187185
"2005-06-07 17:00:00",5349731374
"2005-06-07 17:05:00",5306831763
"2005-06-07 17:10:00",4924258813
"2005-06-07 17:15:00",4870140499
"2005-06-07 17:20:00",5051888264
"2005-06-07 17:25:00",4936297774
"2005-06-07 17:30:00",4670716971
"2005-06-07 17:35:00",4336637893
"2005-06-07 17:40:00",4315527574
"2005-06-07 17:45:00",4234212594
"2005-06-07 17:50:00",4403446516
"2005-06-07 17:55:00",4295636203
"2005-06-07 18:00:00",4158312131
"2005-06-07 18:05:00",3994767281
"2005-06-07 18:10:00",3981376101
"2005-06-07 18:15:00",4103194285
"2005-06-07 18:20:00",4191264851
"2005-06-07 18:25:00",4107663994
"2005-06-07 18:30:00",3950115059
"2005-06-07 18:35:00",3884135336
"2005-06-07 18:40:00",4106267810
"2005-06-07 18:45:00",3873014865
"2005-06-07 18:50:00",3987571377
"2005-06-07 18:55:00",3772918776
"2005-06-07 19:00:00",3967867664
"2005-06-07 19:05:00",3768411435
"2005-06-07 19:10:00",3524927741
"2005-06-07 19:15:00",3533644824
"2005-06-07 19:20:00",3611084551
"2005-06-07 19:25:00",3718716907
"2005-06-07 19:30:00",3622619626
"2005-06-07 19:35:00",3649115438
"2005-06-07 19:40:00",3824052475
"2005-06-07 19:45:00",3802783518
"2005-06-07 19:50:00",3724816224
"2005-06-07 19:55:00",3658838363
"2005-06-07 20:00:00",3634119585
"2005-06-07 20:05:00",3625261928
"2005-06-07 20:10:00",3670661268
"2005-06-07 20:15:00",3569002593
"2005-06-07 20:20:00",3704103060
"2005-06-07 20:25:00",3600959582
"2005-06-07 20:30:00",3540508801
"2005-06-07 20:35:00",3530136362
"2005-06-07 20:40:00",3586244712
"2005-06-07 20:45:00",3580008115
"2005-06-07 20:50:00",3518283866
"2005-06-07 20:55:00",3490909198
"2005-06-07 21:00:00",3273634716
"2005-06-07 21:05:00",3220012819
"2005-06-07 21:10:00",3268927551
"2005-06-07 21:15:00",3165384774
"2005-06-07 21:20:00",3201339313
"2005-06-07 21:25:00",3168450654
"2005-06-07 21:30:00",3036703512
"2005-06-07 21:35:00",2999785689
"2005-06-07 21:40:00",2931969530
"2005-06-07 21:45:00",3063506195
"2005-06-07 21:50:00",2874825851
"2005-06-07 21:55:00",2756967891
"2005-06-07 22:00:00",2746056942
"2005-06-07 22:05:00",2710922432
"2005-06-07 22:10:00",2687775945
"2005-06-07 22:15:00",2750878241
"2005-06-07 22:20:00",2654607198
"2005-06-07 22:25:00",2649790823
"2005-06-07 22:30:00",2561522102
"2005-06-07 22:35:00",2622232533
"2005-06-07 22:40:00",2569332246
"2005-06-07 22:45:00",2900771417
"2005-06-07 22:50:00",2362620888
"2005-06-07 22:55:00",2338511945
"2005-06-07 23:00:00",2346308954
"2005-06-07 23:05:00",2485275798
"2005-06-07 23:10:00",2383711038
"2005-06-07 23:15:00",2352537359
"2005-06-07 23:20:00",2438498778
"2005-06-07 23:25:00",2387348189
"2005-06-07 23:30:00",2136407019
"2005-06-07 23:35:00",2105109648
"2005-06-07 23:40:00",2108515945
"2005-06-07 23:45:00",2361817024
"2005-06-07 23:50:00",2145379850
"2005-06-07 23:55:00",2216433223
"2005-06-08 00:00:00",2205983887
"2005-06-08 00:05:00",2125875017
"2005-06-08 00:10:00",2386775906
"2005-06-08 00:15:00",2242831948
"2005-06-08 00:20:00",2154930604
"2005-06-08 00:25:00",2106550611
"2005-06-08 00:30:00",2048932841
"2005-06-08 00:35:00",2072852739
"2005-06-08 00:40:00",2146743453
"2005-06-08 00:45:00",1898012332
"2005-06-08 00:50:00",1805834137
"2005-06-08 00:55:00",1846509090
"2005-06-08 01:00:00",1819926546
"2005-06-08 01:05:00",1734400487
"2005-06-08 01:10:00",1785433036
"2005-06-08 01:15:00",1733610241
"2005-06-08 01:20:00",1694384060
"2005-06-08 01:25:00",1701288588
"2005-06-08 01:30:00",1722159905
"2005-06-08 01:35:00",1706410228
"2005-06-08 01:40:00",2015585016
"2005-06-08 01:45:00",1795574327
"2005-06-08 01:50:00",1780259206
"2005-06-08 01:55:00",1671931744
"2005-06-08 02:00:00",1679005182
"2005-06-08 02:05:00",1668891063
"2005-06-08 02:10:00",1728025343
"2005-06-08 02:15:00",1723179180
"2005-06-08 02:20:00",1637898222
"2005-06-08 02:25:00",1595363849
"2005-06-08 02:30:00",1617476695
"2005-06-08 02:35:00",1629195853
"2005-06-08 02:40:00",1845312155
"2005-06-08 02:45:00",1649332044
"2005-06-08 02:50:00",1547267504
"2005-06-08 02:55:00",1499411740
"2005-06-08 03:00:00",1459317981
"2005-06-08 03:05:00",1447949146
"2005-06-08 03:10:00",1599031982
"2005-06-08 03:15:00",1555389960
"2005-06-08 03:20:00",1726665812
"2005-06-08 03:25:00",1560596693
"2005-06-08 03:30:00",1487551813
"2005-06-08 03:35:00",1506835860
"2005-06-08 03:40:00",1814598605
"2005-06-08 03:45:00",1675097503
"2005-06-08 03:50:00",1649725627
"2005-06-08 03:55:00",1605411867
"2005-06-08 04:00:00",1631462039
"2005-06-08 04:05:00",1794111915
"2005-06-08 04:10:00",2064644330
"2005-06-08 04:15:00",1805560623
"2005-06-08 04:20:00",1639043272
"2005-06-08 04:25:00",1675169871
"2005-06-08 04:30:00",1786003377
"2005-06-08 04:35:00",2313753829
"2005-06-08 04:40:00",2733271598
"2005-06-08 04:45:00",1999096513
"2005-06-08 04:50:00",1911255872
"2005-06-08 04:55:00",1850724767
"2005-06-08 05:00:00",1844343109
"2005-06-08 05:05:00",1891900880
"2005-06-08 05:10:00",2071743151
"2005-06-08 05:15:00",1917291872
"2005-06-08 05:20:00",1920241635
"2005-06-08 05:25:00",2028928664
"2005-06-08 05:30:00",2192637441
"2005-06-08 05:35:00",2553091807
"2005-06-08 05:40:00",2554968485
"2005-06-08 05:45:00",2391627246
"2005-06-08 05:50:00",2455430601
"2005-06-08 05:55:00",2468010209
"2005-06-08 06:00:00",2650808208
"2005-06-08 06:05:00",2781247406
"2005-06-08 06:10:00",2848338243
"2005-06-08 06:15:00",2931929285
"2005-06-08 06:20:00",2971844719
"2005-06-08 06:25:00",3189909175
"2005-06-08 06:30:00",3452214549
"2005-06-08 06:35:00",4205761408
"2005-06-08 06:40:00",4264799773
"2005-06-08 06:45:00",4151264837
"2005-06-08 06:50:00",4393686561
"2005-06-08 06:55:00",4538893522
"2005-06-08 07:00:00",5190675656
"2005-06-08 07:05:00",5126512975
"2005-06-08 07:10:00",5256135289
"2005-06-08 07:15:00",5824779869
"2005-06-08 07:20:00",5994016503
"2005-06-08 07:25:00",5965360317
"2005-06-08 07:30:00",5983511218
"2005-06-08 07:35:00",6134091420
"2005-06-08 07:40:00",6362714553
"2005-06-08 07:45:00",6150369804
"2005-06-08 07:50:00",6082786407
"2005-06-08 07:55:00",5991742496
"2005-06-08 08:00:00",6275467515
"2005-06-08 08:05:00",6171775001
"2005-06-08 08:10:00",6526366537
"2005-06-08 08:15:00",6607149977
"2005-06-08 08:20:00",6613251438
"2005-06-08 08:25:00",6569377983
"2005-06-08 08:30:00",6742079953
"2005-06-08 08:35:00",6753617676
"2005-06-08 08:40:00",6857491362
"2005-06-08 08:45:00",7074260798
"2005-06-08 08:50:00",7111874181
"2005-06-08 08:55:00",7243067552
"2005-06-08 09:00:00",7318159907
"2005-06-08 09:05:00",7208833387
"2005-06-08 09:10:00",7495291518
"2005-06-08 09:15:00",7547757614
"2005-06-08 09:20:00",7970479854
"2005-06-08 09:25:00",7787826609
"2005-06-08 09:30:00",7685712107
"2005-06-08 09:35:00",7690375153
"2005-06-08 09:40:00",8188490789
"2005-06-08 09:45:00",7934295948
"2005-06-08 09:50:00",7870868471
"2005-06-08 09:55:00",8146204160
"2005-06-08 10:00:00",8180532426
"2005-06-08 10:05:00",8372604274
"2005-06-08 10:10:00",8466407495
"2005-06-08 10:15:00",8437633882
"2005-06-08 10:20:00",8367609771
"2005-06-08 10:25:00",8203291962
"2005-06-08 10:30:00",8024370575
"2005-06-08 10:35:00",7777108659
"2005-06-08 10:40:00",7754400462
"2005-06-08 10:45:00",7609499824
"2005-06-08 10:50:00",7832003980
"2005-06-08 10:55:00",7855501869
"2005-06-08 11:00:00",7845745786
"2005-06-08 11:05:00",7670633728
"2005-06-08 11:10:00",7556111152
"2005-06-08 11:15:00",7418082652
"2005-06-08 11:20:00",7529169350
"2005-06-08 11:25:00",7896096694
"2005-06-08 11:30:00",7493063224
"2005-06-08 11:35:00",7449015187
"2005-06-08 11:40:00",7383112398
"2005-06-08 11:45:00",7639506802
"2005-06-08 11:50:00",7449686171
"2005-06-08 11:55:00",7602704562
"2005-06-08 12:00:00",7790183518
"2005-06-08 12:05:00",7684660405
"2005-06-08 12:10:00",7600043660
"2005-06-08 12:15:00",7575510870
"2005-06-08 12:20:00",7500447045
"2005-06-08 12:25:00",7623791363
"2005-06-08 12:30:00",7587174475
"2005-06-08 12:35:00",7207576949
"2005-06-08 12:40:00",7691529617
"2005-06-08 12:45:00",7572858911
"2005-06-08 12:50:00",7817424702
"2005-06-08 12:55:00",7639932858
"2005-06-08 13:00:00",7404997195
"2005-06-08 13:05:00",7579326777
"2005-06-08 13:10:00",7636943486
"2005-06-08 13:15:00",7683013173
"2005-06-08 13:20:00",7662021559
"2005-06-08 13:25:00",7877819255
"2005-06-08 13:30:00",7572278263
"2005-06-08 13:35:00",7747598426
"2005-06-08 13:40:00",7788986639
"2005-06-08 13:45:00",7690840293
"2005-06-08 13:50:00",7549023428
"2005-06-08 13:55:00",7520812984
"2005-06-08 14:00:00",7749529516
"2005-06-08 14:05:00",7671190377
"2005-06-08 14:10:00",8125526554
"2005-06-08 14:15:00",8285170772
"2005-06-08 14:20:00",7666445199
"2005-06-08 14:25:00",7484127610
"2005-06-08 14:30:00",7300435170
"2005-06-08 14:35:00",7357803235
"2005-06-08 14:40:00",7357498560
"2005-06-08 14:45:00",7203877884
"2005-06-08 14:50:00",7629384537
"2005-06-08 14:55:00",7128477846
"2005-06-08 15:00:00",7200871550
"2005-06-08 15:05:00",7176632112
"2005-06-08 15:10:00",7069828630
"2005-06-08 15:15:00",6939455449
"2005-06-08 15:20:00",6722450182
"2005-06-08 15:25:00",6559682171
"2005-06-08 15:30:00",6394253104
"2005-06-08 15:35:00",6390636537
"2005-06-08 15:40:00",6324194334
"2005-06-08 15:45:00",6209441159
"2005-06-08 15:50:00",6165689489
"2005-06-08 15:55:00",6232807345
"2005-06-08 16:00:00",6228571345
"2005-06-08 16:05:00",5908982224
"2005-06-08 16:10:00",5604577808
"2005-06-08 16:15:00",5527512983
"2005-06-08 16:20:00",5370258769
"2005-06-08 16:25:00",5360599676
"2005-06-08 16:30:00",4964354033
"2005-06-08 16:35:00",4942059195
"2005-06-08 16:40:00",4703084989
"2005-06-08 16:45:00",4681041519
"2005-06-08 16:50:00",4754158520
"2005-06-08 16:55:00",4444403403
"2005-06-08 17:00:00",4718370181
"2005-06-08 17:05:00",5591422795
"2005-06-08 17:10:00",4922184189
"2005-06-08 17:15:00",4917079925
"2005-06-08 17:20:00",4787678838
"2005-06-08 17:25:00",4743487069
"2005-06-08 17:30:00",4705083312
"2005-06-08 17:35:00",4636802817
"2005-06-08 17:40:00",4536986293
"2005-06-08 17:45:00",4214285916
"2005-06-08 17:50:00",4225415420
"2005-06-08 17:55:00",4244448010
"2005-06-08 18:00:00",4247183335
"2005-06-08 18:05:00",4183373806
"2005-06-08 18:10:00",4225952893
"2005-06-08 18:15:00",4136457874
"2005-06-08 18:20:00",4025435880
"2005-06-08 18:25:00",4174980000
"2005-06-08 18:30:00",4157140866
"2005-06-08 18:35:00",4147069090
"2005-06-08 18:40:00",4192792799
"2005-06-08 18:45:00",4171368781
"2005-06-08 18:50:00",4373040021
"2005-06-08 18:55:00",4005724049
"2005-06-08 19:00:00",4086620948
"2005-06-08 19:05:00",3991067510
"2005-06-08 19:10:00",3861483709
"2005-06-08 19:15:00",3866816123
"2005-06-08 19:20:00",3955457030
"2005-06-08 19:25:00",4057432509
"2005-06-08 19:30:00",4053167494
"2005-06-08 19:35:00",3971833521
"2005-06-08 19:40:00",3925243304
"2005-06-08 19:45:00",3727992069
"2005-06-08 19:50:00",3734428520
"2005-06-08 19:55:00",3643339896
"2005-06-08 20:00:00",3638246092
"2005-06-08 20:05:00",3575434403
"2005-06-08 20:10:00",3537605460
"2005-06-08 20:15:00",3537359280
"2005-06-08 20:20:00",3433757600
"2005-06-08 20:25:00",3365056676
"2005-06-08 20:30:00",3373005665
"2005-06-08 20:35:00",3495622440
"2005-06-08 20:40:00",3248974030
"2005-06-08 20:45:00",3386610556
"2005-06-08 20:50:00",3363591768
"2005-06-08 20:55:00",3180512505
"2005-06-08 21:00:00",3389436344
"2005-06-08 21:05:00",3111481798
"2005-06-08 21:10:00",2959890949
"2005-06-08 21:15:00",2813817089
"2005-06-08 21:20:00",2800939104
"2005-06-08 21:25:00",2758415402
"2005-06-08 21:30:00",2915608301
"2005-06-08 21:35:00",2645295932
"2005-06-08 21:40:00",2490175957
"2005-06-08 21:45:00",2467613696
"2005-06-08 21:50:00",2538000213
"2005-06-08 21:55:00",2611889662
"2005-06-08 22:00:00",2927761178
"2005-06-08 22:05:00",2542556943
"2005-06-08 22:10:00",2420688595
"2005-06-08 22:15:00",2360250385
"2005-06-08 22:20:00",2298892642
"2005-06-08 22:25:00",2245640429
"2005-06-08 22:30:00",2304685634
"2005-06-08 22:35:00",2234252324
"2005-06-08 22:40:00",2171028659
"2005-06-08 22:45:00",2184796539
"2005-06-08 22:50:00",2144066676
"2005-06-08 22:55:00",2278448980
"2005-06-08 23:00:00",2377244340
"2005-06-08 23:05:00",2146292416
"2005-06-08 23:10:00",2131630175
"2005-06-08 23:15:00",2066553106
"2005-06-08 23:20:00",2266775853
"2005-06-08 23:25:00",2364478901
"2005-06-08 23:30:00",2299417518
"2005-06-08 23:35:00",2121105382
"2005-06-08 23:40:00",1744896078
"2005-06-08 23:45:00",1758885629
"2005-06-08 23:50:00",1743515468
"2005-06-08 23:55:00",1917418102
"2005-06-09 00:00:00",1890448217
"2005-06-09 00:05:00",1852903460
"2005-06-09 00:10:00",1858948247
"2005-06-09 00:15:00",1822512261
"2005-06-09 00:20:00",1818155264
"2005-06-09 00:25:00",1906051079
"2005-06-09 00:30:00",1933967169
"2005-06-09 00:35:00",1793654074
"2005-06-09 00:40:00",1686083864
"2005-06-09 00:45:00",1712380806
"2005-06-09 00:50:00",1749792821
"2005-06-09 00:55:00",1868820670
"2005-06-09 01:00:00",1699904914
"2005-06-09 01:05:00",1721010483
"2005-06-09 01:10:00",1717039917
"2005-06-09 01:15:00",1742508931
"2005-06-09 01:20:00",1663583725
"2005-06-09 01:25:00",1776916253
"2005-06-09 01:30:00",1723292151
"2005-06-09 01:35:00",1660695089
"2005-06-09 01:40:00",1596729108
"2005-06-09 01:45:00",1622199038
"2005-06-09 01:50:00",1656534450
"2005-06-09 01:55:00",1764029559
"2005-06-09 02:00:00",1673219248
"2005-06-09 02:05:00",1634364630
"2005-06-09 02:10:00",1676337091
"2005-06-09 02:15:00",1568064114
"2005-06-09 02:20:00",1598472851
"2005-06-09 02:25:00",1749662673
"2005-06-09 02:30:00",1651504479
"2005-06-09 02:35:00",1600304377
"2005-06-09 02:40:00",1600993806
"2005-06-09 02:45:00",1598880695
"2005-06-09 02:50:00",1587895043
"2005-06-09 02:55:00",1818223800
"2005-06-09 03:00:00",1650463219
"2005-06-09 03:05:00",1617521611
"2005-06-09 03:10:00",1700692639
"2005-06-09 03:15:00",1631253009
"2005-06-09 03:20:00",1664407701
"2005-06-09 03:25:00",1751947662
"2005-06-09 03:30:00",1554958310
"2005-06-09 03:35:00",1491359710
"2005-06-09 03:40:00",1514417490
"2005-06-09 03:45:00",1563769407
"2005-06-09 03:50:00",1583983976
"2005-06-09 03:55:00",1863897883
"2005-06-09 04:00:00",1545357020
"2005-06-09 04:05:00",1560212860
"2005-06-09 04:10:00",1546619707
"2005-06-09 04:15:00",1588784465
"2005-06-09 04:20:00",1699029301
"2005-06-09 04:25:00",1720281611
"2005-06-09 04:30:00",1863255414
"2005-06-09 04:35:00",1750905936
"2005-06-09 04:40:00",1828337839
"2005-06-09 04:45:00",1843654270
"2005-06-09 04:50:00",2105475588
"2005-06-09 04:55:00",2298814437
"2005-06-09 05:00:00",2297052248
"2005-06-09 05:05:00",2437482401
"2005-06-09 05:10:00",2432133664
"2005-06-09 05:15:00",2526642799
"2005-06-09 05:20:00",2682154847
"2005-06-09 05:25:00",2793653719
"2005-06-09 05:30:00",2882858302
"2005-06-09 05:35:00",2912165435
"2005-06-09 05:40:00",3082359242
"2005-06-09 05:45:00",3286118692
"2005-06-09 05:50:00",3654751136
"2005-06-09 05:55:00",3978073153
"2005-06-09 06:00:00",4087884056
"2005-06-09 06:05:00",4066668149
"2005-06-09 06:10:00",4126857073
"2005-06-09 06:15:00",4295606794
"2005-06-09 06:20:00",4553782306
"2005-06-09 06:25:00",4668600234
"2005-06-09 06:30:00",4973181105
"2005-06-09 06:35:00",5042776380
"2005-06-09 06:40:00",5133563502
"2005-06-09 06:45:00",5467915938
"2005-06-09 06:50:00",5939877993
"2005-06-09 06:55:00",6040643374
"2005-06-09 07:00:00",6290777264
"2005-06-09 07:05:00",6662998468
"2005-06-09 07:10:00",6690785097
"2005-06-09 07:15:00",6484899992
"2005-06-09 07:20:00",6359260404
"2005-06-09 07:25:00",6800682733
"2005-06-09 07:30:00",6668964347
"2005-06-09 07:35:00",6295949739
"2005-06-09 07:40:00",6396470869
"2005-06-09 07:45:00",6613455435
"2005-06-09 07:50:00",6923345832
"2005-06-09 07:55:00",7010634562
"2005-06-09 08:00:00",7289890016
"2005-06-09 08:05:00",7292598839
"2005-06-09 08:10:00",7049853827
"2005-06-09 08:15:00",6942064453
"2005-06-09 08:20:00",7114536725
"2005-06-09 08:25:00",7168661770
"2005-06-09 08:30:00",7475271812
"2005-06-09 08:35:00",7809258402
"2005-06-09 08:40:00",8077040173
"2005-06-09 08:45:00",7559866526
"2005-06-09 08:50:00",8204726796
"2005-06-09 08:55:00",7742964739
"2005-06-09 09:00:00",7655016212
"2005-06-09 09:05:00",7721560199
"2005-06-09 09:10:00",7569752171
"2005-06-09 09:15:00",7486061420
"2005-06-09 09:20:00",7731718983
"2005-06-09 09:25:00",7797893310
"2005-06-09 09:30:00",8092031093
"2005-06-09 09:35:00",7542853380
"2005-06-09 09:40:00",7775382152
"2005-06-09 09:45:00",7985865290
"2005-06-09 09:50:00",7722894743
"2005-06-09 09:55:00",7620929519
"2005-06-09 10:00:00",7501360862
"2005-06-09 10:05:00",7531371006
"2005-06-09 10:10:00",7559096005
"2005-06-09 10:15:00",7550974521
"2005-06-09 10:20:00",7580135100
"2005-06-09 10:25:00",7497737248
"2005-06-09 10:30:00",7646384391
"2005-06-09 10:35:00",7468617607
"2005-06-09 10:40:00",7456203469
"2005-06-09 10:45:00",7211641199
"2005-06-09 10:50:00",7445776939
"2005-06-09 10:55:00",7492246402
"2005-06-09 11:00:00",7635368681
"2005-06-09 11:05:00",7668134758
"2005-06-09 11:10:00",7377808295
"2005-06-09 11:15:00",7683355485
"2005-06-09 11:20:00",7647400803
"2005-06-09 11:25:00",7810639888
"2005-06-09 11:30:00",8084807178
"2005-06-09 11:35:00",7667984719
"2005-06-09 11:40:00",7735982597
"2005-06-09 11:45:00",7953187449
"2005-06-09 11:50:00",7952268730
"2005-06-09 11:55:00",8008333668
"2005-06-09 12:00:00",7800862393
"2005-06-09 12:05:00",7544434295
"2005-06-09 12:10:00",7624791238
"2005-06-09 12:15:00",8031205787
"2005-06-09 12:20:00",7791920641
"2005-06-09 12:25:00",7864202093
"2005-06-09 12:30:00",8068153168
"2005-06-09 12:35:00",7941672624
"2005-06-09 12:40:00",7967325546
"2005-06-09 12:45:00",7867328461
"2005-06-09 12:50:00",7749248801
"2005-06-09 12:55:00",7589374258
"2005-06-09 13:00:00",7537728461
"2005-06-09 13:05:00",7591861190
"2005-06-09 13:10:00",7501747021
"2005-06-09 13:15:00",7566653228
"2005-06-09 13:20:00",8203073497
"2005-06-09 13:25:00",8246435919
"2005-06-09 13:30:00",7699808033
"2005-06-09 13:35:00",7757099184
"2005-06-09 13:40:00",7432858208
"2005-06-09 13:45:00",7587964602
"2005-06-09 13:50:00",7272188505
"2005-06-09 13:55:00",7368035894
"2005-06-09 14:00:00",7455111824
"2005-06-09 14:05:00",7586867484
"2005-06-09 14:10:00",7322819098
"2005-06-09 14:15:00",7318029134
"2005-06-09 14:20:00",7496737232
"2005-06-09 14:25:00",7119415647
"2005-06-09 14:30:00",6720709835
"2005-06-09 14:35:00",6773261059
"2005-06-09 14:40:00",6865925170
"2005-06-09 14:45:00",6693310318
"2005-06-09 14:50:00",6757318460
"2005-06-09 14:55:00",6887336019
"2005-06-09 15:00:00",6737556230
"2005-06-09 15:05:00",6388483998
"2005-06-09 15:10:00",6437598660
"2005-06-09 15:15:00",6006086789
"2005-06-09 15:20:00",5909718283
"2005-06-09 15:25:00",6037169130
"2005-06-09 15:30:00",5949643442
"2005-06-09 15:35:00",5800742834
"2005-06-09 15:40:00",5744799048
"2005-06-09 15:45:00",5381926855
"2005-06-09 15:50:00",5272957332
"2005-06-09 15:55:00",5112487816
"2005-06-09 16:00:00",4963472742
"2005-06-09 16:05:00",4916077788
"2005-06-09 16:10:00",4752640394
"2005-06-09 16:15:00",4679822700
"2005-06-09 16:20:00",4690364546
"2005-06-09 16:25:00",4504472736
"2005-06-09 16:30:00",4463297564
"2005-06-09 16:35:00",4243095675
"2005-06-09 16:40:00",4188612905
"2005-06-09 16:45:00",4029939999
"2005-06-09 16:50:00",4054977374
"2005-06-09 16:55:00",4039312896
"2005-06-09 17:00:00",4034823633
"2005-06-09 17:05:00",4008471778
"2005-06-09 17:10:00",4032822880
"2005-06-09 17:15:00",3938855788
"2005-06-09 17:20:00",3776919871
"2005-06-09 17:25:00",3763946693
"2005-06-09 17:30:00",3765778589
"2005-06-09 17:35:00",3873340327
"2005-06-09 17:40:00",4058003893
"2005-06-09 17:45:00",3942012272
"2005-06-09 17:50:00",3849625167
"2005-06-09 17:55:00",3740328887
"2005-06-09 18:00:00",3647479050
"2005-06-09 18:05:00",3728142949
"2005-06-09 18:10:00",3852710331
"2005-06-09 18:15:00",3817851434
"2005-06-09 18:20:00",3786495491
"2005-06-09 18:25:00",3685195583
"2005-06-09 18:30:00",3676161836
"2005-06-09 18:35:00",3630622059
"2005-06-09 18:40:00",3756282418
"2005-06-09 18:45:00",3717205580
"2005-06-09 18:50:00",3718276249
"2005-06-09 18:55:00",3799442848
"2005-06-09 19:00:00",3750967910
"2005-06-09 19:05:00",3752327018
"2005-06-09 19:10:00",3950267674
"2005-06-09 19:15:00",3821287492
"2005-06-09 19:20:00",3671631458
"2005-06-09 19:25:00",3706024300
"2005-06-09 19:30:00",3636733565
"2005-06-09 19:35:00",3545718014
"2005-06-09 19:40:00",3470918602
"2005-06-09 19:45:00",3324209315
"2005-06-09 19:50:00",3291026551
"2005-06-09 19:55:00",3506129655
"2005-06-09 20:00:00",3291109055
"2005-06-09 20:05:00",3159208417
"2005-06-09 20:10:00",3183847876
"2005-06-09 20:15:00",3167892998
